16:54:49.550431 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 3424916485:3424916526, ack 1515649543, win 229, options [nop,nop,TS val 676419 ecr 803126], length 41
17:00:09.072950 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 15601:15637, ack 30978, win 678, options [nop,nop,TS val 756300 ecr 882919], length 36
17:00:09.078851 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 30978:31014, ack 15637, win 270, options [nop,nop,TS val 882968 ecr 756300], length 36
17:00:09.147198 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 15637:15673, ack 31014, win 678, options [nop,nop,TS val 756318 ecr 882968], length 36
17:00:09.152627 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 31014:31050, ack 15673, win 270, options [nop,nop,TS val 882987 ecr 756318], length 36
17:00:09.258657 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 15673:15709, ack 31050, win 678, options [nop,nop,TS val 756346 ecr 882987], length 36
17:00:09.262257 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 31050:31086, ack 15709, win 270, options [nop,nop,TS val 883014 ecr 756346], length 36
17:00:09.395285 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 15709:15745, ack 31086, win 678, options [nop,nop,TS val 756380 ecr 883014], length 36
17:00:09.401187 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 31086:31122, ack 15745, win 270, options [nop,nop,TS val 883049 ecr 756380], length 36
17:00:09.507094 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 15745:15781, ack 31122, win 678, options [nop,nop,TS val 756408 ecr 883049], length 36
17:00:09.512028 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 31122:31158, ack 15781, win 270, options [nop,nop,TS val 883077 ecr 756408], length 36
17:00:10.508454 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 15781:15817, ack 31158, win 678, options [nop,nop,TS val 756659 ecr 883077], length 36
17:00:10.514802 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 31158:31194, ack 15817, win 270, options [nop,nop,TS val 883327 ecr 756659], length 36
17:00:10.665306 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 15817:15853, ack 31194, win 678, options [nop,nop,TS val 756698 ecr 883327], length 36
17:00:10.671287 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 31194:31230, ack 15853, win 270, options [nop,nop,TS val 883366 ecr 756698], length 36
17:00:10.911746 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 15853:15889, ack 31230, win 678, options [nop,nop,TS val 756760 ecr 883366], length 36
17:00:10.917873 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 31230:31266, ack 15889, win 270, options [nop,nop,TS val 883428 ecr 756760], length 36
17:00:11.105559 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 15889:15925, ack 31266, win 678, options [nop,nop,TS val 756808 ecr 883428], length 36
17:00:11.111966 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 31266:31302, ack 15925, win 270, options [nop,nop,TS val 883476 ecr 756808], length 36
17:00:11.251665 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 15925:15961, ack 31302, win 678, options [nop,nop,TS val 756845 ecr 883476], length 36
17:00:11.259628 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 31302:31338, ack 15961, win 270, options [nop,nop,TS val 883513 ecr 756845], length 36
17:00:11.292985 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 31338:31398, ack 15961, win 270, options [nop,nop,TS val 883522 ecr 756847], length 60
17:00:11.936472 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 15961:15997, ack 31398, win 678, options [nop,nop,TS val 757016 ecr 883522], length 36
17:00:11.942948 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 31398:31434, ack 15997, win 270, options [nop,nop,TS val 883684 ecr 757016], length 36
17:00:11.988048 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 15997:16033, ack 31434, win 678, options [nop,nop,TS val 757029 ecr 883684], length 36
17:00:11.993387 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 31434:31470, ack 16033, win 270, options [nop,nop,TS val 883697 ecr 757029], length 36
17:00:12.076469 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 16033:16069, ack 31470, win 678, options [nop,nop,TS val 757051 ecr 883697], length 36
17:00:12.080767 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 31470:31506, ack 16069, win 270, options [nop,nop,TS val 883718 ecr 757051], length 36
17:00:12.172278 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 16069:16105, ack 31506, win 678, options [nop,nop,TS val 757075 ecr 883718], length 36
17:00:12.178117 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 31506:31542, ack 16105, win 270, options [nop,nop,TS val 883743 ecr 757075], length 36
17:00:12.313830 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 16105:16141, ack 31542, win 678, options [nop,nop,TS val 757110 ecr 883743], length 36
17:00:12.317397 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 31542:31578, ack 16141, win 270, options [nop,nop,TS val 883778 ecr 757110], length 36
17:00:12.357543 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 16141:16177, ack 31578, win 678, options [nop,nop,TS val 757121 ecr 883778], length 36
17:00:12.361947 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 31578:31614, ack 16177, win 270, options [nop,nop,TS val 883789 ecr 757121], length 36
17:00:12.532289 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 16177:16213, ack 31614, win 678, options [nop,nop,TS val 757165 ecr 883789], length 36
17:00:12.538533 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 31614:31650, ack 16213, win 270, options [nop,nop,TS val 883833 ecr 757165], length 36
17:00:12.596185 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 16213:16249, ack 31650, win 678, options [nop,nop,TS val 757181 ecr 883833], length 36
17:00:12.603266 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 31650:31686, ack 16249, win 270, options [nop,nop,TS val 883849 ecr 757181], length 36
17:00:12.733427 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 16249:16285, ack 31686, win 678, options [nop,nop,TS val 757215 ecr 883849], length 36
17:00:12.739446 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 31686:31722, ack 16285, win 270, options [nop,nop,TS val 883883 ecr 757215], length 36
17:00:12.812915 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 16285:16321, ack 31722, win 678, options [nop,nop,TS val 757235 ecr 883883], length 36
17:00:12.819169 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 31722:31758, ack 16321, win 270, options [nop,nop,TS val 883903 ecr 757235], length 36
17:00:12.951066 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 16321:16357, ack 31758, win 678, options [nop,nop,TS val 757269 ecr 883903], length 36
17:00:12.956945 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 31758:31794, ack 16357, win 270, options [nop,nop,TS val 883937 ecr 757269], length 36
17:00:13.161432 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 16357:16393, ack 31794, win 678, options [nop,nop,TS val 757322 ecr 883937], length 36
17:00:13.167412 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 31794:31830, ack 16393, win 270, options [nop,nop,TS val 883990 ecr 757322], length 36
17:00:13.293126 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 16393:16429, ack 31830, win 678, options [nop,nop,TS val 757355 ecr 883990], length 36
17:00:13.298065 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 31830:31866, ack 16429, win 270, options [nop,nop,TS val 884023 ecr 757355], length 36
17:00:13.490827 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 16429:16465, ack 31866, win 678, options [nop,nop,TS val 757404 ecr 884023], length 36
17:00:13.495867 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 31866:31902, ack 16465, win 270, options [nop,nop,TS val 884072 ecr 757404], length 36
17:00:13.646574 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 16465:16501, ack 31902, win 678, options [nop,nop,TS val 757443 ecr 884072], length 36
17:00:13.652875 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 31902:31938, ack 16501, win 270, options [nop,nop,TS val 884111 ecr 757443], length 36
17:00:13.821058 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 16501:16537, ack 31938, win 678, options [nop,nop,TS val 757487 ecr 884111], length 36
17:00:13.832286 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 31938:31974, ack 16537, win 270, options [nop,nop,TS val 884156 ecr 757487], length 36
17:00:13.861324 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 31974:32058, ack 16537, win 270, options [nop,nop,TS val 884163 ecr 757490], length 84
17:00:13.862299 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 32058:32174, ack 16537, win 270, options [nop,nop,TS val 884164 ecr 757490], length 116
17:00:13.865536 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 32174:33866, ack 16537, win 270, options [nop,nop,TS val 884164 ecr 757497], length 1692
17:00:13.894404 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 16537:16589, ack 33866, win 704, options [nop,nop,TS val 757505 ecr 884164], length 52
17:00:13.900032 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 33866:34006, ack 16589, win 270, options [nop,nop,TS val 884173 ecr 757505], length 140
17:00:16.050700 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 16589:16625, ack 34006, win 727, options [nop,nop,TS val 758044 ecr 884173], length 36
17:00:16.055163 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 34006:34122, ack 16625, win 270, options [nop,nop,TS val 884712 ecr 758044], length 116
17:00:16.138777 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 16625:16669, ack 34122, win 727, options [nop,nop,TS val 758066 ecr 884712], length 44
17:00:16.144945 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 34122:34190, ack 16669, win 270, options [nop,nop,TS val 884734 ecr 758066], length 68
17:00:16.338708 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 16669:16705, ack 34190, win 727, options [nop,nop,TS val 758116 ecr 884734], length 36
17:00:16.346491 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 34190:34258, ack 16705, win 270, options [nop,nop,TS val 884784 ecr 758116], length 68
17:00:17.286676 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 16705:16741, ack 34258, win 727, options [nop,nop,TS val 758353 ecr 884784], length 36
17:00:17.317218 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 34258:34310, ack 16741, win 270, options [nop,nop,TS val 885027 ecr 758353], length 52
17:00:17.606812 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 16741:16777, ack 34310, win 727, options [nop,nop,TS val 758433 ecr 885027], length 36
17:00:17.613261 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 34310:34426, ack 16777, win 270, options [nop,nop,TS val 885101 ecr 758433], length 116
17:00:17.797234 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 16777:16813, ack 34426, win 727, options [nop,nop,TS val 758481 ecr 885101], length 36
17:00:17.803504 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 34426:34486, ack 16813, win 270, options [nop,nop,TS val 885148 ecr 758481], length 60
17:00:18.005085 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 16813:16849, ack 34486, win 727, options [nop,nop,TS val 758533 ecr 885148], length 36
17:00:18.011264 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 34486:34546, ack 16849, win 270, options [nop,nop,TS val 885200 ecr 758533], length 60
17:00:18.127273 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 16849:16885, ack 34546, win 727, options [nop,nop,TS val 758563 ecr 885200], length 36
17:00:18.133012 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 34546:34606, ack 16885, win 270, options [nop,nop,TS val 885231 ecr 758563], length 60
17:00:18.134596 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 34606:34658, ack 16885, win 270, options [nop,nop,TS val 885231 ecr 758565], length 52
17:00:18.237239 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 34658:34702, ack 16885, win 270, options [nop,nop,TS val 885257 ecr 758565], length 44
17:00:18.237319 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 34702:34770, ack 16885, win 270, options [nop,nop,TS val 885257 ecr 758565], length 68
17:00:18.243806 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 34770:34830, ack 16885, win 270, options [nop,nop,TS val 885258 ecr 758591], length 60
17:00:18.952676 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 16885:16929, ack 34830, win 727, options [nop,nop,TS val 758770 ecr 885258], length 44
17:00:18.958501 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 34830:34882, ack 16929, win 270, options [nop,nop,TS val 885437 ecr 758770], length 52
17:00:20.225203 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 16929:16973, ack 34882, win 727, options [nop,nop,TS val 759088 ecr 885437], length 44
17:00:20.232438 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 34882:34990, ack 16973, win 270, options [nop,nop,TS val 885755 ecr 759088], length 108
17:00:21.815308 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 16973:17009, ack 34990, win 727, options [nop,nop,TS val 759485 ecr 885755], length 36
17:00:21.819444 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 34990:35034, ack 17009, win 270, options [nop,nop,TS val 886152 ecr 759485], length 44
17:00:22.314504 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17009:17045, ack 35034, win 727, options [nop,nop,TS val 759610 ecr 886152], length 36
17:00:22.319419 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 35034:35078, ack 17045, win 270, options [nop,nop,TS val 886277 ecr 759610], length 44
17:00:22.347040 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17045:17081, ack 35078, win 727, options [nop,nop,TS val 759618 ecr 886277], length 36
17:00:22.352066 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 35078:35122, ack 17081, win 270, options [nop,nop,TS val 886285 ecr 759618], length 44
17:00:22.379166 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17081:17117, ack 35122, win 727, options [nop,nop,TS val 759626 ecr 886285], length 36
17:00:22.384742 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 35122:35166, ack 17117, win 270, options [nop,nop,TS val 886293 ecr 759626], length 44
17:00:22.409611 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17117:17153, ack 35166, win 727, options [nop,nop,TS val 759634 ecr 886293], length 36
17:00:22.416618 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 35166:35210, ack 17153, win 270, options [nop,nop,TS val 886301 ecr 759634], length 44
17:00:22.438988 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17153:17189, ack 35210, win 727, options [nop,nop,TS val 759641 ecr 886301], length 36
17:00:22.445016 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 35210:35254, ack 17189, win 270, options [nop,nop,TS val 886308 ecr 759641], length 44
17:00:22.468950 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17189:17225, ack 35254, win 727, options [nop,nop,TS val 759649 ecr 886308], length 36
17:00:22.474755 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 35254:35298, ack 17225, win 270, options [nop,nop,TS val 886316 ecr 759649], length 44
17:00:22.499844 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17225:17261, ack 35298, win 727, options [nop,nop,TS val 759657 ecr 886316], length 36
17:00:22.505754 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 35298:35342, ack 17261, win 270, options [nop,nop,TS val 886323 ecr 759657], length 44
17:00:22.530384 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17261:17297, ack 35342, win 727, options [nop,nop,TS val 759664 ecr 886323], length 36
17:00:22.536286 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 35342:35386, ack 17297, win 270, options [nop,nop,TS val 886331 ecr 759664], length 44
17:00:22.560674 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17297:17333, ack 35386, win 727, options [nop,nop,TS val 759672 ecr 886331], length 36
17:00:22.568030 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 35386:35430, ack 17333, win 270, options [nop,nop,TS val 886339 ecr 759672], length 44
17:00:22.591570 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17333:17369, ack 35430, win 727, options [nop,nop,TS val 759679 ecr 886339], length 36
17:00:22.597316 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 35430:35474, ack 17369, win 270, options [nop,nop,TS val 886346 ecr 759679], length 44
17:00:22.621978 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17369:17405, ack 35474, win 727, options [nop,nop,TS val 759687 ecr 886346], length 36
17:00:22.627684 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 35474:35518, ack 17405, win 270, options [nop,nop,TS val 886354 ecr 759687], length 44
17:00:22.655277 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17405:17441, ack 35518, win 727, options [nop,nop,TS val 759695 ecr 886354], length 36
17:00:22.661448 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 35518:35562, ack 17441, win 270, options [nop,nop,TS val 886362 ecr 759695], length 44
17:00:22.683019 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17441:17477, ack 35562, win 727, options [nop,nop,TS val 759702 ecr 886362], length 36
17:00:22.689188 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 35562:35606, ack 17477, win 270, options [nop,nop,TS val 886369 ecr 759702], length 44
17:00:22.712693 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17477:17513, ack 35606, win 727, options [nop,nop,TS val 759710 ecr 886369], length 36
17:00:22.719784 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 35606:35650, ack 17513, win 270, options [nop,nop,TS val 886377 ecr 759710], length 44
17:00:22.743059 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17513:17549, ack 35650, win 727, options [nop,nop,TS val 759717 ecr 886377], length 36
17:00:22.747741 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 35650:35694, ack 17549, win 270, options [nop,nop,TS val 886384 ecr 759717], length 44
17:00:22.774358 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17549:17585, ack 35694, win 727, options [nop,nop,TS val 759725 ecr 886384], length 36
17:00:22.778644 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 35694:35738, ack 17585, win 270, options [nop,nop,TS val 886392 ecr 759725], length 44
17:00:22.804935 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17585:17621, ack 35738, win 727, options [nop,nop,TS val 759733 ecr 886392], length 36
17:00:22.808033 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 35738:35782, ack 17621, win 270, options [nop,nop,TS val 886399 ecr 759733], length 44
17:00:22.834985 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17621:17657, ack 35782, win 727, options [nop,nop,TS val 759740 ecr 886399], length 36
17:00:22.839998 IP ip-192-168-205-201.ColumbusState.EDU.ssh > ip-192-168-205-234.ColumbusState.EDU.44356: Flags [P.], seq 35782:35826, ack 17657, win 270, options [nop,nop,TS val 886407 ecr 759740], length 44
17:00:22.864991 IP ip-192-168-205-234.ColumbusState.EDU.44356 > ip-192-168-205-201.ColumbusState.EDU.ssh: Flags [P.], seq 17657:17693, ack 35826, win 727, options [nop,nop,TS val 759748 ecr 886407], length 36
